1	65536	198.135	159.805	757.385	704.803	36	1
2	51496	134.671	85.2008	668.499	610.436	36.05	1.99971
3	44722	137.762	69.5854	710.389	626.425	39.9504	2.99902
4	40463	126.041	75.983	692.855	627.685	40.0002	3.99768
5	37442	129.854	69.4621	703.889	663.052	40.1734	4.99647
6	35141	125.124	62.6429	709.428	688.711	43.0427	5.99519
7	33306	131.268	82.4776	764.787	688.435	43.9938	6.99351
8	31795	121.245	74.9096	762.73	773.361	44.116	7.99116
9	30518	120.879	72.1323	783.013	716.2	45.5081	8.98778
10	29420	130.965	65.6322	806.424	991.468	47.8329	9.98511
11	28461	124.486	65.8317	803.661	767.225	48.0232	10.9829
12	27612	148.196	62.2103	855.751	778.14	48.4395	11.9786
13	26854	120.168	80.1657	904.781	801.333	50.3985	12.9762
14	26171	121.623	76.344	891.368	806.236	51.9084	13.9697
15	25550	127.75	73.3255	912.407	830.568	52.1116	14.9658
16	24983	129.128	73.9378	938.918	819.918	52.9792	15.9595
17	24462	125.255	69.3416	951.476	853.283	54.6721	16.9567
18	23980	127.148	68.3255	944.787	845.413	55.8285	17.9504
19	23534	127.433	66.9781	1011.9	872.355	56.1259	18.945
20	23117	126.227	63.6155	957.52	932.733	56.7757	19.9406
21	22728	125.088	63.2679	977.121	916.887	58.2848	20.929
22	22364	127.169	60.7734	1008.63	934.404	59.6276	21.9266
23	22020	124.75	59.5249	1006.86	953.088	60.0981	22.9177
24	21697	126.746	61.9786	1005.48	986.542	60.679	23.9096
25	21391	121.687	73.9171	1133.65	998.083	61.978	24.9015
26	21101	124.117	74.5553	1125.54	1027.34	63.3629	25.8956
27	20826	131.326	72.0929	1134.98	989.916	64.028	26.8863
28	20564	131.978	69.9489	1210.46	1017.02	64.5896	27.8768
29	20315	125.08	69.1047	1166.92	1036.82	65.716	28.8685
31	19849	127.563	66.6029	1157.44	1049.17	67.8916	30.8438
32	19631	123.58	65.5102	1204.27	1069.58	68.4672	31.8362
33	19422	126.66	63.1181	1268.72	1107.4	69.2236	32.824
35	19028	126.077	61.3637	1226.09	1086.82	71.3416	34.8053
36	18843	132.41	61.3122	1347.98	1196.41	71.9856	35.7972
38	18492	136.113	62.8992	1398.01	1236.26	73.3952	37.7704
40	18165	124.525	61.6653	1413.6	1279.93	75.3854	39.7485
41	18009	132.934	60.4237	1441.72	1288.47	76.064	40.732
43	17714	129.446	59.4576	1415.94	1281.25	77.5509	42.7041
45	17436	132.886	59.8557	1465.3	1385.07	79.4384	44.6784
47	17174	152.789	56.4906	1505.88	1424.36	80.8352	46.6429
49	16927	131.565	64.0288	1604.6	1421.52	82.6334	48.6156
52	16580	143.546	62.2819	1709.35	1497.71	84.9339	51.5744
54	16364	147.947	67.0849	1689.38	1492.36	86.7177	53.5365
56	16159	124.018	61.8419	1705.3	1462.84	88.2812	55.4997
59	15868	172.233	58.052	1653.08	1458.91	90.7933	58.444
61	15685	144.724	56.3763	1676	1497.1	92.3445	60.4096
64	15425	128.558	55.2573	1747.36	1663.79	94.873	63.3539
67	15181	129.24	55.5997	1927.8	1719.98	96.8661	66.2832
70	14952	138.443	58.2751	2021.67	1748.06	99.0094	69.2224
73	14735	126.773	55.4639	1873.29	1691.75	100.976	72.1613
76	14530	128.286	56.2502	1900.21	1701.31	103.117	75.0866
79	14336	132.952	53.4407	1976.14	1815.43	105.104	78.0098
83	14092	121.984	52.4257	2000.57	1852.9	107.898	81.9124
87	13863	132.439	53.0669	2030.73	1950.8	110.569	85.7848
91	13648	121.336	51.3363	2138.7	2009.89	113.281	89.689
95	13445	124.135	50.3909	2110.45	1996.43	116.074	93.5731
99	13253	124.047	61.7211	2746.25	2186.67	118.757	97.4431
103	13072	127.983	57.9836	2851.74	2069.92	121.467	101.312
108	12858	121.947	56.8071	3072.17	1737.6	124.898	106.162
112	12697	119.556	52.9625	2963.69	1955.9	127.572	109.999
117	12505	120.912	51.4071	3077.01	1910.04	130.971	114.843
123	12290	125.631	49.444	3061.11	1857.2	135.015	120.588
128	12120	119.307	48.3041	3303.47	1973.93	138.395	125.394
134	11929	122.223	46.5234	3359.96	1999.58	142.308	131.156
140	11748	124.787	44.8015	3386.02	2063.5	145.652	136.901
146	11578	128.779	46.9744	3575.14	2110.55	148.99	142.658
152	11417	129.456	44.4219	3631.95	2249.72	152.249	148.342
159	11240	125.178	45.1773	3806.58	2164.77	155.999	154.981
166	11073	125.079	41.7568	3805.29	2188.57	159.87	161.62
173	10915	125.332	42.1915	3868.53	2326.61	163.707	168.256
181	10744	121.37	41.0446	4115.04	2384.49	168.001	175.834
189	10584	125.094	39.7015	4243.76	2457.58	172.315	183.383
197	10432	123.754	39.5119	4241.28	2444.98	176.593	190.867
206	10272	127.239	37.1233	4398.95	2515.58	181.39	199.307
215	10120	127.569	37.6326	4524.31	2552.08	186.171	207.738
225	9961	125.59	37.6522	4718.8	2631.26	191.496	216.997
235	9812	128.72	35.1025	4958.01	2666.63	196.751	226.305
245	9670	122.958	34.9349	5056.26	2864.84	202.093	235.643
256	9524	123.583	34.5332	5179.23	2823.39	207.81	245.712
267	9385	127.437	34.0678	5259.03	2888.44	214.745	255.862
279	9243	129.287	33.0988	5853.29	2998.05	221.471	266.882
292	9098	123.763	32.5109	5468.01	3045.94	226.779	278.708
304	8971	123.509	32.1467	5694.46	3295.51	231.659	289.591
318	8832	125.906	31.4683	5947.24	3214.33	237.319	302.3
332	8700	128.966	30.7032	6040.92	3371.26	242.997	314.903
347	8568	130.252	31.5782	6321.31	3370.68	248.915	328.33
362	8442	129.353	29.7375	6492.3	3586.59	254.81	341.775
378	8316	131.073	29.5841	6846.08	3662.94	261.107	355.994
395	8190	127.106	29.7124	7157.75	3773.14	267.824	370.981
412	8071	128.98	29.2023	7187.09	3888.12	274.343	386.063
431	7945	124.733	28.2966	7312.27	3951.67	281.648	402.557
450	7827	122.78	28.3937	7523.06	4180.53	288.823	419.05
470	7710	123.217	27.9115	7696.63	4216.47	296.41	436.422
490	7599	123.437	27.6758	8004.47	4401.24	303.779	453.627
512	7483	123.747	27.1621	8192.84	4554.06	311.886	472.35
535	7370	122.659	27.2646	8457.67	4839.76	320.186	491.658
558	7263	123.503	27.1364	5952.64	4527.19	333.054	511.235
583	7153	116.455	26.7273	2760.94	4043.9	344.872	531.928
609	7045	116.395	26.2765	2759.97	4112.85	352.127	553.519
636	6940	116.715	26.3983	2764.55	4134.01	359.671	575.65
664	6836	116.296	26.0311	2889.12	4089.96	367.434	598.313
693	6735	117.743	25.9607	2994.51	4345.66	375.657	621.985
724	6634	116.822	25.743	2932.32	4168.83	384.096	646.731
756	6535	116.144	25.8146	3062.74	4371.08	392.75	672.277
790	6435	117.483	25.3519	3100.08	4291.53	401.835	698.583
825	6339	116.107	25.4368	3016.72	4236.47	411.313	726.11
861	6246	124.88	25.4247	2974.06	4396.89	420.746	753.696
899	6152	116.547	25.3574	2975.29	4271.62	430.107	782.586
939	6060	116.007	24.7948	2943.89	4161.55	436.284	812.544
981	5968	119.471	24.649	2983.91	4158.18	442.543	843.693
1024	5880	116.667	24.4828	3016.33	4175.17	449.34	875.542
1069	5793	116.175	24.6118	3014.16	4566.03	455.903	907.713
1117	5705	116.214	24.3842	2993.51	4316.04	462.999	941.7
1166	5620	116.192	24.1535	3051.42	4301.07	470.428	976.5
1218	5536	116.149	24.5991	3273.66	4369.76	478.281	1012.64
1272	5453	117	24.0056	3061.8	4242.99	486.256	1049.25
1328	5372	116.902	24.2729	3185.41	4397.06	494.856	1087.2
1387	5291	121.149	24.2623	3209.6	4374.6	503.3	1125.85
1448	5212	116.846	24.1409	3211.63	4268.99	510.99	1166.07
1512	5135	116.65	23.8992	3177.8	4300.49	518.252	1206.22
1579	5058	117.833	23.7451	3257.41	4360.02	526.278	1248.76
1649	4982	116.62	23.8898	3269.57	4407.27	534.394	1291.86
1722	4907	116.568	23.9051	3236.19	4395.56	542.49	1335.68
1798	4834	116.88	23.8859	3283.2	4269.14	549.04	1380.79
1878	4762	116.128	23.7036	3190.68	4313.1	554.617	1427.15
1961	4691	116.819	23.8765	3211.47	4519.29	560.31	1474.17
2048	4620	116.667	23.7752	3351.08	4450.22	566.193	1522.84
2139	4551	116.458	23.7257	3350.47	4369.15	572.343	1571.43
2233	4483	117.332	23.7986	3275.93	4583.76	578.727	1621.36
2332	4416	116.621	23.7227	3314.76	4370.02	585.475	1672.55
2435	4350	116.552	24.0356	3357.7	4469.66	592.264	1724.66
2543	4285	116.453	24.006	3299.42	4435.47	597.103	1777.59
2656	4221	116.56	23.6524	3324.33	4443.97	602.461	1831.29
2774	4157	116.43	23.6584	3348.33	4518.16	607.82	1885.73
2896	4096	116.455	23.9652	3552	4646.97	613.639	1940.92
3025	4034	116.014	23.9702	3387.95	4565.69	619.885	1997.56
3158	3974	116.256	23.8293	3513.09	4584.55	623.232	2053.49
3298	3915	116.22	23.8287	3711.62	4631.42	625.53	2110.77
3444	3856	116.442	23.8878	3385.63	4634.08	628.251	2169.4
3597	3798	119.01	23.7311	3573.99	4562.93	631.493	2228.2
3756	3741	116.279	23.5486	3485.7	4603.31	634.578	2288.15
3922	3686	116.386	23.4609	3587.09	4653.55	637.426	2347.67
4096	3630	116.253	23.2133	3494.21	4755.1	639.224	2407.63
4277	3576	116.051	23.1807	3637.58	4779.92	641.504	2469.28
4467	3522	116.411	23.2147	3758.94	4986.66	644.051	2530.07
4664	3470	116.715	23.1642	3565.71	4984.44	646.172	2591.44
4871	3418	117.028	22.9455	3700.7	4699.53	647.626	2653.9
5087	3367	117.018	23.1849	3564	4689.34	648.671	2716.09
5312	3316	116.707	23.0588	3838.96	4770.21	651.013	2779.16
5547	3267	119.988	23.3141	3741.66	4860.42	652.858	2842.02
5793	3218	132.38	23.4963	3985.71	5089.5	653.534	2904.3
6049	3170	126.814	23.4953	3698.74	4793.38	654.063	2967.22
6317	3122	116.592	22.4015	3662.72	4833.12	655.028	3031.27
6597	3076	116.71	22.3568	3691.48	4820.22	655.404	3093.97
6889	3030	116.832	22.5985	3703.63	4875.91	655.48	3158.22
7194	2984	116.957	22.0538	3789.54	4886.39	655.676	3221.7
7512	2940	120.408	22.0196	3781.63	5103.06	655.924	3285.96
7845	2896	119.475	21.715	3755.52	5021.75	655.442	3350.05
8192	2852	117.111	21.9542	4191.09	5089.06	655.819	3413.09
8555	2810	116.726	22.438	3892.17	5133.45	656.517	3476.41
8933	2768	134.032	22.7638	3752.89	4894.15	657.051	3540.97
9329	2726	117.021	22.7706	3719.37	4881.88	657.312	3605.1
9742	2686	119.881	22.8337	4003.72	5158.23	657.145	3668.97
10173	2645	120.227	23.1688	3793.19	5104.73	656.906	3732.38
10624	2606	120.107	23.2548	3659.63	4937.45	657.474	3796.32
11094	2567	119.595	23.404	3742.5	5365.02	658.27	3860.59
11585	2529	120.206	25.695	3785.69	5285.88	657.949	3925.19
12098	2491	120.835	24.3908	4064.63	5155.36	658.046	3988.54
12634	2453	121.076	24.8744	4053.4	5054.63	657.833	4052.82
13193	2417	120.397	24.8857	4277.62	5283.41	658.226	4117.39
13777	2381	120.538	24.8151	4104.16	5002.52	657.312	4181.51
14387	2345	121.109	24.3728	3784.22	4836.25	657.204	4245.9
15024	2310	119.913	24.5385	3808.23	4857.14	656.788	4308.24
15689	2275	120.879	24.681	3737.58	4865.93	656.447	4373.75
16384	2241	120.482	25.1078	4091.48	4960.29	656.394	4436.77
17109	2208	125.453	25.1162	3788.95	5126.36	656.813	4500.54
17867	2175	120.92	25.8633	3998.16	5110.8	657.263	4564.49
18658	2142	120.915	26.3455	3906.16	4837.07	657.272	4628.37
19484	2110	121.801	26.4435	4106.64	5257.35	657.211	4693.78
20347	2079	131.313	26.8138	4076.48	5591.63	657.741	4757.35
21247	2048	121.094	26.7362	3918.95	5257.32	657.441	4819.74
22188	2017	121.468	28.1536	3780.86	4838.87	658.356	4884.85
23170	1987	121.792	25.7206	3875.69	4879.72	658.611	4947.98
24196	1957	122.126	25.988	3870.72	5088.4	657.932	5012.42
25268	1928	121.888	26.4528	4185.17	5151.97	658.172	5077.08
26386	1899	122.17	26.7286	3997.37	5313.85	657.675	5140.9
27554	1870	121.925	25.995	3764.71	4852.94	657.333	5205.46
28774	1842	121.607	25.6004	4291.53	5301.85	657.496	5269.79
30048	1815	121.763	26.5426	3952.07	5073.83	656.677	5333.24
31379	1788	122.483	26.5331	4435.68	5254.47	656.098	5395.86
32768	1761	121.522	26.5931	3973.88	5058.49	656.202	5460.84
34219	1735	121.614	26.2811	3908.36	4892.22	656.927	5524.14
35734	1709	122.294	25.6121	3768.87	4927.44	657.556	5587.23
37316	1683	122.995	25.1914	3732.03	5149.14	657.447	5652.3
38968	1658	124.849	25.2384	4164.05	4933.66	656.951	5716.01
40693	1633	123.086	26.0536	3782	4864.67	657.058	5780.6
42495	1609	122.436	24.9301	3871.35	4799.25	657.621	5844.34
44376	1585	122.397	25.1949	3857.41	4899.68	657.89	5909.29
46341	1561	123.639	25.2497	3664.96	4818.71	658.419	5973.68
48393	1538	124.187	24.6358	3959.69	5050.72	657.508	6036.6
50535	1515	124.092	24.6347	4087.79	5152.48	658.265	6101.7
52773	1492	124.665	24.2736	3885.39	5254.69	657.791	6163.65
55109	1470	132.653	24.7431	3993.2	5104.76	657.29	6228.76
57549	1448	123.619	24.2749	3961.33	4977.21	656.497	6292.4
60097	1426	124.825	23.5525	3869.57	4961.43	656.996	6357.6
62757	1405	125.267	23.5018	3839.86	4982.21	655.878	6419.61
65536	1384	124.277	23.5537	3960.26	4994.94	656.231	6483.1
68438	1363	123.258	23.3113	4035.95	5238.44	656.869	6548.39
71468	1343	125.093	22.8139	3758.75	4887.57	657.492	6611.82
74632	1322	124.811	22.6213	3959.15	5040.09	657.489	6678.56
77936	1303	124.328	22.3581	3924.79	5270.91	657.348	6741.51
81386	1283	125.487	22.0588	3836.32	4751.36	656.898	6804.68
84990	1264	117.089	21.8596	3634.49	4829.11	658.19	6868.47
88752	1245	128.514	21.5602	3666.67	4806.43	658.339	6932.22
92682	1226	125.612	21.6751	3764.27	4889.07	658.378	6996.02
96785	1208	126.656	21.7625	4831.13	5461.92	657.94	7059.78
101070	1190	131.933	21.7103	3682.35	4747.06	657.671	7123.07
105545	1172	133.106	21.1137	4037.54	4953.07	657.843	7188.96
110218	1155	118.615	21.4666	4362.77	5187.01	657.887	7253.77
115098	1137	129.288	21.5923	3926.12	4992.96	657.238	7318.27
120194	1120	119.643	20.5709	4151.79	5667.86	656.829	7380.51
125515	1104	131.341	20.8738	4159.42	5134.06	656.293	7444.31
131072	1087	117.755	20.323	3962.28	4960.44	656.721	7509.48
136875	1071	118.581	20.5298	3846.87	5142.86	656.665	7572.69
142935	1055	138.389	20.0222	3885.31	5041.71	657.581	7637.2
149263	1039	116.458	19.9081	3944.18	5272.38	657.521	7700.76
155872	1023	189.638	19.2833	3698.92	4798.63	657.658	7764.21
162773	1008	119.048	19.4732	3926.59	5232.14	657.413	7829.32
169979	993	125.881	20.6511	3832.83	5375.63	657.474	7892.79
177505	978	118.609	18.7224	3774.03	4827.2	657.91	7955.99
185364	964	118.257	18.9911	3799.79	5007.26	658.456	8022.11
193571	949	118.019	18.4029	3808.22	5003.16	657.471	8082.77
202141	935	118.717	18.1891	3678.07	4989.3	658.019	8147.67
211090	921	118.35	18.1707	3783.93	5060.8	657.876	8214.22
220436	907	116.869	17.9078	3862.18	4735.39	657.464	8276.63
230195	894	118.568	17.7234	4081.66	4766.22	656.864	8339.39
240387	880	118.182	17.6494	4042.05	5009.09	657.745	8405.66
251030	867	117.647	17.5468	3942.33	4890.43	656.683	8467.43
262144	854	118.267	17.4997	4338.41	4996.49	656.6	8531.21
273750	841	118.906	17.7239	4097.5	5154.58	656.528	8597.11
285870	829	119.421	18.2677	4102.53	5135.1	657.689	8659.91
298527	816	212.01	17.5964	3669.12	5077.21	656.995	8724.52
311744	804	133.085	16.9988	3997.51	4837.06	657.488	8787.9
325546	792	136.364	16.7674	3679.29	4960.86	657.106	8849.11
339959	780	116.667	16.6977	3860.26	4792.31	657.174	8915.78
355010	769	118.336	16.5443	3609.88	4726.92	658.19	8979.86
370728	757	118.89	16.3975	3623.51	4873.18	657.982	9042.45
387141	746	117.962	16.259	3738.61	4808.31	657.298	9108.51
404281	735	138.776	16.2006	3897.96	4737.41	657.801	9172.6
422180	724	117.403	16.1873	4129.83	4969.61	658.077	9237.91
440872	713	119.215	16.0454	3671.81	4924.26	657.369	9300.27
460391	702	118.234	15.9297	3893.16	4944.44	657.208	9364.29
480774	692	118.497	15.7495	3812.14	4787.57	657.671	9429.78
502060	681	117.474	15.6899	3803.23	4898.68	656.628	9493.63
524288	671	119.225	15.5784	3818.18	5004.47	656.459	9553.15
547500	661	119.516	15.539	3676.25	4903.18	657.428	9621.05
571740	651	119.816	15.5317	4024.58	4858.68	657.598	9686.45
597053	641	120.125	15.2984	3993.76	5252.73	657.154	9747.29
623487	632	118.671	15.2694	4112.34	5120.25	656.842	9812.09
651091	622	120.579	15.2179	3713.83	4963.02	657.209	9875.53
679917	613	117.455	15.1265	3634.58	4858.08	657.396	9940.54
710020	604	119.205	14.9906	3649.01	4784.77	657.709	10004.1
741455	595	119.328	14.9521	3625.21	4880.67	658.393	10066.4
774282	586	119.454	14.8658	3692.83	4757.68	657.966	10132.6
808563	577	117.851	14.876	3870.02	4902.95	658.094	10195.8
844361	568	116.197	14.7117	3739.44	4904.93	657.599	10258.6
881744	560	117.857	14.6495	3860.71	4769.64	657.5	10322.8
920782	552	117.754	14.6387	3688.41	4947.46	656.79	10387.3
961548	543	117.864	14.499	3872.93	5036.83	656.133	10452.9
1004120	535	123.364	14.4897	4377.57	5246.73	656.621	10516
1048576	527	117.647	14.4178	4184.06	4933.59	655.681	10580.1
1095000	519	115.607	14.4298	3709.06	4949.9	657.187	10645.4
1143480	512	123.047	14.355	3703.12	4791.02	656.883	10707.6
1194106	504	121.032	14.3178	3910.71	4857.14	658.095	10774.5
1246974	496	120.968	14.2105	3943.55	4745.97	657.266	10837.5
1302182	489	116.564	14.1857	3989.78	4975.46	657.423	10900.5
1359835	482	116.183	15.4257	4221.99	4721.99	657.867	10963.4
1420040	474	118.143	14.0994	3649.79	4719.41	657.924	11029.1
1482910	467	115.632	14.009	3847.97	4824.41	658.355	11095.4
1548564	460	123.913	13.9872	3776.09	4832.61	658	11155.1
1617125	453	116.998	13.9347	3699.78	4748.34	658.093	11220.3
1688722	447	118.568	13.9695	3700.22	4738.26	658.112	11284.7
1763488	440	138.636	13.8673	3790.91	4784.09	657.527	11344.8
1841564	433	122.402	13.8613	4099.31	4905.31	657.182	11413
1923097	427	117.096	13.8146	3758.78	4894.61	657.443	11477.1
2008240	420	116.667	13.7485	3961.9	5247.62	656.429	11541.1
2097152	414	118.357	13.7289	3835.75	4990.34	656.792	11606.4
2190001	408	115.196	13.6625	3745.1	5139.71	657.137	11667.7
2286960	402	119.403	13.5844	3758.71	5169.15	658.07	11735.2
2388213	396	123.737	13.6712	3992.42	4969.7	656.98	11797.5
2493948	390	117.949	13.5863	3638.46	5125.64	657.456	11860.2
2604365	384	119.792	13.5151	3947.92	4929.69	657.76	11924.9
2719670	378	129.63	13.5293	4060.85	4740.74	657.884	11989.6
2840080	373	123.324	13.467	3656.84	4742.63	659.11	12053
2965821	367	119.891	13.4571	4070.84	4746.59	657.929	12115.3
3097129	362	116.022	13.4058	3939.23	4886.74	657.801	12182.2
3234251	356	117.978	13.4156	4067.42	5323.03	657.787	12243.6
3377443	351	125.356	13.6767	4373.22	4763.53	657.151	12307
3526975	346	158.96	13.3665	3826.59	4878.61	657.665	12373.1
3683128	340	120.588	13.3142	3870.59	5141.18	656.941	12434.7
3846194	335	125.373	13.6027	4026.87	5441.79	656.167	12501.8
4016479	330	172.727	13.9223	4154.55	5151.52	656.23	12563.8
4194304	325	123.077	13.9642	3830.77	4978.46	656.542	12628
4380002	320	118.75	13.3164	3803.12	5234.38	657.288	12690.9
4573921	316	123.418	13.3051	3844.94	5253.16	658.013	12759.1
4776426	311	122.186	13.2578	4237.94	4922.83	657.608	12819.8
4987896	306	117.647	13.2405	3800.65	4758.17	658.131	12885.3
5208729	302	122.517	13.5454	4059.6	5231.79	656.927	12950.6
5439339	297	141.414	13.2121	3767.68	4754.21	658.37	13014.1
5680159	293	119.454	13.1617	3662.12	4880.55	658.334	13078.4
5931642	288	118.056	13.205	4024.31	5350.69	657.542	13139.9
6194258	284	123.239	13.1487	4588.03	5176.06	657.592	13204.5
6468501	280	121.429	13.1168	3696.43	5089.29	659.343	13270.9
6754886	276	123.188	13.1293	4101.45	4880.43	658.652	13333.3
7053950	271	118.081	13.1018	3822.88	5018.45	657.978	13395.5
7366255	267	123.596	13.1832	3842.7	4940.07	656.749	13460.2
7692387	263	121.673	13.1007	4140.68	5091.25	656.989	13526.7
8032959	259	119.691	13.0892	4096.53	4799.23	656.71	13590
8388608	256	121.094	13.1474	3976.56	4863.28	656.609	13652.8
